SessionID,Severity,Code,Name,Description,ParentFile,Line,Column,Code Unit Database,Code Unit Schema,Code Unit Package,Code Unit Name,Code Unit Id,Code Unit,Code Unit Size
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""Employees""",SQ_SRV_procedure1_demo.sql,1,0,N/A,N/A,N/A,"ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)","ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)",CREATE PROCEDURE,S
0196bac7-895c-71d0-bec4-cde3b3063d35,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'PRINT' NODE,SQ_SRV_procedure1_demo.sql,65,9,N/A,N/A,N/A,"ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)","ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)",CREATE PROCEDURE,S
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-TS0023,Error message could be different in snowflake,ERROR MESSAGE COULD BE DIFFERENT IN SNOWFLAKE,SQ_SRV_procedure1_demo.sql,64,29,N/A,N/A,N/A,"ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)","ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)",CREATE PROCEDURE,S
0196bac7-895c-71d0-bec4-cde3b3063d35,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'ROLLBACK TRANSACTION' NODE,SQ_SRV_procedure1_demo.sql,61,9,N/A,N/A,N/A,"ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)","ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)",CREATE PROCEDURE,S
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-TS0019,RAISERROR error message may differ because of the SQL Server string format,RAISERROR ERROR MESSAGE MAY DIFFER BECAUSE OF THE SQL SERVER STRING FORMAT,SQ_SRV_procedure1_demo.sql,47,17,N/A,N/A,N/A,"ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)","ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)",CREATE PROCEDURE,S
0196bac7-895c-71d0-bec4-cde3b3063d35,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'PRINT' NODE,SQ_SRV_procedure1_demo.sql,39,13,N/A,N/A,N/A,"ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)","ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)",CREATE PROCEDURE,S
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-TS0019,RAISERROR error message may differ because of the SQL Server string format,RAISERROR ERROR MESSAGE MAY DIFFER BECAUSE OF THE SQL SERVER STRING FORMAT,SQ_SRV_procedure1_demo.sql,31,17,N/A,N/A,N/A,"ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)","ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)",CREATE PROCEDURE,S
0196bac7-895c-71d0-bec4-cde3b3063d35,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'PRINT' NODE,SQ_SRV_procedure1_demo.sql,23,13,N/A,N/A,N/A,"ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)","ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)",CREATE PROCEDURE,S
0196bac7-895c-71d0-bec4-cde3b3063d35,Low,SSC-EWI-0040,Statement Not Supported,THE STATEMENT IS NOT SUPPORTED IN SNOWFLAKE,SQ_SRV_procedure1_demo.sql,10,5,N/A,N/A,N/A,"ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)","ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)",CREATE PROCEDURE,S
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""SourceDB.dbo.Customers"", ""SourceDB.dbo.Orders"", ""CurrencyRates"", ""DataWarehouse.dbo.DimCustomers"", ""DataWarehouse.dbo.FactOrders""",SQ_SRV_procedure12_demo.sql,1,0,N/A,N/A,N/A,ETL_Process,ETL_Process,CREATE PROCEDURE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Low,SSC-EWI-0040,Statement Not Supported,THE STATEMENT IS NOT SUPPORTED IN SNOWFLAKE,SQ_SRV_procedure12_demo.sql,4,5,N/A,N/A,N/A,ETL_Process,ETL_Process,CREATE PROCEDURE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0019,Semantic information could not be loaded.,SEMANTIC INFORMATION COULD NOT BE LOADED FOR dbo.GetCustomerLifetimeValue. CHECK IF THE NAME IS INVALID OR DUPLICATED.,SQ_SRV_function4_demo.sql,1,0,N/A,dbo,N/A,GetCustomerLifetimeValue(INT),dbo.GetCustomerLifetimeValue(INT),CREATE FUNCTION,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""ShipmentDelayLog"", ""inserted""",SQ_SRV_triggers_demo.sql,134,0,N/A,N/A,N/A,trg_LogDelayedShipments,trg_LogDelayedShipments,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SQ_SRV_triggers_demo.sql,134,0,N/A,N/A,N/A,trg_LogDelayedShipments,trg_LogDelayedShipments,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""PurchaseOrders"", ""inserted""",SQ_SRV_triggers_demo.sql,120,0,N/A,N/A,N/A,trg_AutoReorderStock,trg_AutoReorderStock,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SQ_SRV_triggers_demo.sql,120,0,N/A,N/A,N/A,trg_AutoReorderStock,trg_AutoReorderStock,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""InventoryRestockLog"", ""inserted"", ""deleted""",SQ_SRV_triggers_demo.sql,106,0,N/A,N/A,N/A,trg_LogInventoryRestock,trg_LogInventoryRestock,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SQ_SRV_triggers_demo.sql,106,0,N/A,N/A,N/A,trg_LogInventoryRestock,trg_LogInventoryRestock,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""deleted""",SQ_SRV_triggers_demo.sql,91,0,N/A,N/A,N/A,trg_PreventShippedOrderCancellation,trg_PreventShippedOrderCancellation,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SQ_SRV_triggers_demo.sql,91,0,N/A,N/A,N/A,trg_PreventShippedOrderCancellation,trg_PreventShippedOrderCancellation,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""PurchaseOrders"", ""inserted""",SQ_SRV_triggers_demo.sql,75,0,N/A,N/A,N/A,trg_UpdateSupplierPerformance,trg_UpdateSupplierPerformance,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SQ_SRV_triggers_demo.sql,75,0,N/A,N/A,N/A,trg_UpdateSupplierPerformance,trg_UpdateSupplierPerformance,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""PurchaseOrders"", ""deleted""",SQ_SRV_triggers_demo.sql,60,0,N/A,N/A,N/A,trg_PreventSupplierDeactivation,trg_PreventSupplierDeactivation,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SQ_SRV_triggers_demo.sql,60,0,N/A,N/A,N/A,trg_PreventSupplierDeactivation,trg_PreventSupplierDeactivation,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""inserted""",SQ_SRV_triggers_demo.sql,47,0,N/A,N/A,N/A,trg_CompleteOrderOnShipment,trg_CompleteOrderOnShipment,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SQ_SRV_triggers_demo.sql,47,0,N/A,N/A,N/A,trg_CompleteOrderOnShipment,trg_CompleteOrderOnShipment,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""OrderStatusLog"", ""inserted"", ""deleted""",SQ_SRV_triggers_demo.sql,33,0,N/A,N/A,N/A,trg_LogOrderStatusChange,trg_LogOrderStatusChange,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SQ_SRV_triggers_demo.sql,33,0,N/A,N/A,N/A,trg_LogOrderStatusChange,trg_LogOrderStatusChange,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""inserted""",SQ_SRV_triggers_demo.sql,15,0,N/A,N/A,N/A,trg_PreventOutOfStockOrders,trg_PreventOutOfStockOrders,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SQ_SRV_triggers_demo.sql,15,0,N/A,N/A,N/A,trg_PreventOutOfStockOrders,trg_PreventOutOfStockOrders,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""inserted""",SQ_SRV_triggers_demo.sql,2,0,N/A,N/A,N/A,trg_UpdateInventoryOnOrder,trg_UpdateInventoryOnOrder,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SQ_SRV_triggers_demo.sql,2,0,N/A,N/A,N/A,trg_UpdateInventoryOnOrder,trg_UpdateInventoryOnOrder,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""ShipmentDelayLog"", ""inserted""",SqlServ_triggers_demo.sql,134,0,N/A,N/A,N/A,trg_LogDelayedShipments,trg_LogDelayedShipments,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SqlServ_triggers_demo.sql,134,0,N/A,N/A,N/A,trg_LogDelayedShipments,trg_LogDelayedShipments,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""PurchaseOrders"", ""inserted""",SqlServ_triggers_demo.sql,120,0,N/A,N/A,N/A,trg_AutoReorderStock,trg_AutoReorderStock,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SqlServ_triggers_demo.sql,120,0,N/A,N/A,N/A,trg_AutoReorderStock,trg_AutoReorderStock,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""InventoryRestockLog"", ""inserted"", ""deleted""",SqlServ_triggers_demo.sql,106,0,N/A,N/A,N/A,trg_LogInventoryRestock,trg_LogInventoryRestock,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SqlServ_triggers_demo.sql,106,0,N/A,N/A,N/A,trg_LogInventoryRestock,trg_LogInventoryRestock,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""deleted""",SqlServ_triggers_demo.sql,91,0,N/A,N/A,N/A,trg_PreventShippedOrderCancellation,trg_PreventShippedOrderCancellation,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SqlServ_triggers_demo.sql,91,0,N/A,N/A,N/A,trg_PreventShippedOrderCancellation,trg_PreventShippedOrderCancellation,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""PurchaseOrders"", ""inserted""",SqlServ_triggers_demo.sql,75,0,N/A,N/A,N/A,trg_UpdateSupplierPerformance,trg_UpdateSupplierPerformance,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SqlServ_triggers_demo.sql,75,0,N/A,N/A,N/A,trg_UpdateSupplierPerformance,trg_UpdateSupplierPerformance,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""PurchaseOrders"", ""deleted""",SqlServ_triggers_demo.sql,60,0,N/A,N/A,N/A,trg_PreventSupplierDeactivation,trg_PreventSupplierDeactivation,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SqlServ_triggers_demo.sql,60,0,N/A,N/A,N/A,trg_PreventSupplierDeactivation,trg_PreventSupplierDeactivation,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""inserted""",SqlServ_triggers_demo.sql,47,0,N/A,N/A,N/A,trg_CompleteOrderOnShipment,trg_CompleteOrderOnShipment,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SqlServ_triggers_demo.sql,47,0,N/A,N/A,N/A,trg_CompleteOrderOnShipment,trg_CompleteOrderOnShipment,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""OrderStatusLog"", ""inserted"", ""deleted""",SqlServ_triggers_demo.sql,33,0,N/A,N/A,N/A,trg_LogOrderStatusChange,trg_LogOrderStatusChange,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SqlServ_triggers_demo.sql,33,0,N/A,N/A,N/A,trg_LogOrderStatusChange,trg_LogOrderStatusChange,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""inserted""",SqlServ_triggers_demo.sql,15,0,N/A,N/A,N/A,trg_PreventOutOfStockOrders,trg_PreventOutOfStockOrders,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SqlServ_triggers_demo.sql,15,0,N/A,N/A,N/A,trg_PreventOutOfStockOrders,trg_PreventOutOfStockOrders,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""inserted""",SqlServ_triggers_demo.sql,2,0,N/A,N/A,N/A,trg_UpdateInventoryOnOrder,trg_UpdateInventoryOnOrder,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-OOS,Out of scope code unit.,OUT OF SCOPE CODE UNIT. CREATE TRIGGER IS OUT OF TRANSLATION SCOPE.,SqlServ_triggers_demo.sql,2,0,N/A,N/A,N/A,trg_UpdateInventoryOnOrder,trg_UpdateInventoryOnOrder,CREATE TRIGGER,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""SalesOrders""",SQ_SRV_procedure11_demo.sql,1,0,N/A,N/A,N/A,CustomerSegmentation,CustomerSegmentation,CREATE PROCEDURE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Low,SSC-EWI-0040,Statement Not Supported,THE STATEMENT IS NOT SUPPORTED IN SNOWFLAKE,SQ_SRV_procedure11_demo.sql,4,5,N/A,N/A,N/A,CustomerSegmentation,CustomerSegmentation,CREATE PROCEDURE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""Shipments""",SQ_SRV_procedure8_demo.sql,2,0,N/A,N/A,N/A,"sp_CreateShipment(INT,NVARCHAR,NVARCHAR,DATE)","sp_CreateShipment(INT,NVARCHAR,NVARCHAR,DATE)",CREATE PROCEDURE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""Employee""",SQ_SRV_procedures_demo.sql,1,0,N/A,N/A,N/A,"sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)","sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)",CREATE PROCEDURE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'CREATE PROCEDURE' NODE,SQ_SRV_procedures_demo.sql,14,1,N/A,N/A,N/A,"sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)","sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)",CREATE PROCEDURE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0019,Semantic information could not be loaded.,SEMANTIC INFORMATION COULD NOT BE LOADED FOR dbo.GetTotalOrdersForCustomer. CHECK IF THE NAME IS INVALID OR DUPLICATED.,SQ_SRV_functions_demo.sql,1,0,N/A,dbo,N/A,GetTotalOrdersForCustomer(INT),dbo.GetTotalOrdersForCustomer(INT),CREATE FUNCTION,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""WarehouseStock"", ""WarehouseStock_Staging""",SQ_SRV_etl_demo.sql,42,0,N/A,N/A,N/A,N/A,N/A,MERGE,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""ShipmentTracking"", ""ShipmentTracking_Staging""",SQ_SRV_etl_demo.sql,32,0,N/A,N/A,N/A,N/A,N/A,MERGE,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""PurchaseOrder"", ""PurchaseOrder_Staging""",SQ_SRV_etl_demo.sql,22,0,N/A,N/A,N/A,N/A,N/A,MERGE,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECTS ""Supplier"", ""Supplier_Staging""",SQ_SRV_etl_demo.sql,11,0,N/A,N/A,N/A,N/A,N/A,MERGE,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""Inventory_Staging""",SQ_SRV_etl_demo.sql,1,0,N/A,N/A,N/A,N/A,N/A,MERGE,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""PurchaseOrders""",SQ_SRV_procedure7_demo.sql,2,0,N/A,N/A,N/A,sp_CalculateSupplierPerformance(INT),sp_CalculateSupplierPerformance(INT),CREATE PROCEDURE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0019,Semantic information could not be loaded.,SEMANTIC INFORMATION COULD NOT BE LOADED FOR Payments. CHECK IF THE NAME IS INVALID OR DUPLICATED.,SQ_SRV_tables_demo.sql,125,0,N/A,N/A,N/A,Payments,Payments,CREATE TABLE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Low,SSC-EWI-0035,CHECK statement not supported,CHECK STATEMENT NOT SUPPORTED,SQ_SRV_tables_demo.sql,131,25,N/A,N/A,N/A,Payments,Payments,CREATE TABLE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Low,SSC-EWI-0035,CHECK statement not supported,CHECK STATEMENT NOT SUPPORTED,SQ_SRV_tables_demo.sql,129,32,N/A,N/A,N/A,Payments,Payments,CREATE TABLE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Low,SSC-EWI-0035,CHECK statement not supported,CHECK STATEMENT NOT SUPPORTED,SQ_SRV_tables_demo.sql,122,25,N/A,N/A,N/A,Returns,Returns,CREATE TABLE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Low,SSC-EWI-0035,CHECK statement not supported,CHECK STATEMENT NOT SUPPORTED,SQ_SRV_tables_demo.sql,111,25,N/A,N/A,N/A,Orders,Orders,CREATE TABLE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-TS0014,Computed column transformed.,"COMPUTED COLUMN WAS TRANSFORMED TO ITS SNOWFLAKE EQUIVALENT, FUNCTIONAL EQUIVALENCE VERIFICATION PENDING.",SQ_SRV_tables_demo.sql,53,5,N/A,N/A,N/A,OrderDetails,OrderDetails,CREATE TABLE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Low,SSC-EWI-0035,CHECK statement not supported,CHECK STATEMENT NOT SUPPORTED,SQ_SRV_tables_demo.sql,44,25,N/A,N/A,N/A,Payments,Payments,CREATE TABLE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'JSON_VALUE' NODE,SQ_SRV_views_demo.sql,22,5,N/A,N/A,N/A,vw_ProductCatalog,vw_ProductCatalog,CREATE VIEW,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Low,SSC-EWI-0035,CHECK statement not supported,CHECK STATEMENT NOT SUPPORTED,SQ_SRV_tables_demo.sql,42,32,N/A,N/A,N/A,Payments,Payments,CREATE TABLE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'JSON_VALUE' NODE,SQ_SRV_views_demo.sql,21,5,N/A,N/A,N/A,vw_ProductCatalog,vw_ProductCatalog,CREATE VIEW,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""SupplierDeliveries""",SQ_SRV_procedure6_demo.sql,2,0,N/A,N/A,N/A,"sp_RecordSupplierDelivery(INT,INT,INT,DATE)","sp_RecordSupplierDelivery(INT,INT,INT,DATE)",CREATE PROCEDURE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""PurchaseOrders""",SQ_SRV_views_demo.sql,11,0,N/A,N/A,N/A,vw_SupplierPerformance,vw_SupplierPerformance,CREATE VIEW,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,Low,SSC-EWI-0036,Data type converted to other data type,XML DATA TYPE CONVERTED TO VARIANT,SQ_SRV_tables_demo.sql,23,18,N/A,N/A,N/A,EmployeeRecords,EmployeeRecords,CREATE TABLE,XS
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0003,Conversion Rate Inconsistency,CONVERSION RATE INCONSISTENCY ON 'SqlFunctionLocConversionRate' ASSESSMENT FIELD,-,0,0,,,,,,,
0196bac7-895c-71d0-bec4-cde3b3063d35,None,SSC-FDM-0003,Conversion Rate Inconsistency,CONVERSION RATE INCONSISTENCY ON 'FunctionLocConversionRate' ASSESSMENT FIELD,-,0,0,,,,,,,
