PartitionKey,FileType,Category,CodeUnit,CodeUnitId,FileName,LineNumber,LinesOfCode,EWI Count,FDM Count,PRF Count,HighestEWISeverity,UDFsUsed,EWI,FDM,PRF,ConversionStatus,LoCConversionPercentage
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,FUNCTION,CREATE FUNCTION,dbo.GetTotalOrdersForCustomer(INT),SQ_SRV_functions_demo.sql,1,32,0,1,0,N/A,N/A,N/A,SSC-FDM-0019,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SqlServ_triggers_demo.sql,144,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_LogDelayedShipments,SqlServ_triggers_demo.sql,134,10,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SqlServ_triggers_demo.sql,131,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_AutoReorderStock,SqlServ_triggers_demo.sql,120,11,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SqlServ_triggers_demo.sql,117,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_LogInventoryRestock,SqlServ_triggers_demo.sql,106,11,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SqlServ_triggers_demo.sql,103,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_PreventShippedOrderCancellation,SqlServ_triggers_demo.sql,91,12,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SqlServ_triggers_demo.sql,88,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_UpdateSupplierPerformance,SqlServ_triggers_demo.sql,75,13,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SqlServ_triggers_demo.sql,72,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_PreventSupplierDeactivation,SqlServ_triggers_demo.sql,60,12,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SqlServ_triggers_demo.sql,57,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_CompleteOrderOnShipment,SqlServ_triggers_demo.sql,47,10,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SqlServ_triggers_demo.sql,44,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_LogOrderStatusChange,SqlServ_triggers_demo.sql,33,11,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SqlServ_triggers_demo.sql,30,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_PreventOutOfStockOrders,SqlServ_triggers_demo.sql,15,15,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SqlServ_triggers_demo.sql,12,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_UpdateInventoryOnOrder,SqlServ_triggers_demo.sql,2,10,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,DML,MERGE,N/A,SQ_SRV_etl_demo.sql,42,8,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,DML,MERGE,N/A,SQ_SRV_etl_demo.sql,32,8,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,DML,MERGE,N/A,SQ_SRV_etl_demo.sql,22,8,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,DML,MERGE,N/A,SQ_SRV_etl_demo.sql,11,9,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,DML,MERGE,N/A,SQ_SRV_etl_demo.sql,1,8,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,sp_GetCustomerOrders(INT),SQ_SRV_procedure5_demo.sql,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,"sp_AddProduct(NVARCHAR,NVARCHAR,INT,INT,DECIMAL)",SQ_SRV_procedures_demo.sql,1,32,1,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-0007,N/A,Partial,34.38%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,Payments,SQ_SRV_tables_demo.sql,125,8,2,1,0,Low,N/A,SSC-EWI-0035,SSC-FDM-0019,N/A,Partial,75%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,Returns,SQ_SRV_tables_demo.sql,115,9,1,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,Partial,88.89%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,Orders,SQ_SRV_tables_demo.sql,107,7,1,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,Partial,85.71%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,Customers,SQ_SRV_tables_demo.sql,95,11,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,Inventory,SQ_SRV_tables_demo.sql,87,7,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,Warehouses,SQ_SRV_tables_demo.sql,78,8,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,Products,SQ_SRV_tables_demo.sql,68,9,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,Suppliers,SQ_SRV_tables_demo.sql,56,11,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,OrderDetails,SQ_SRV_tables_demo.sql,47,8,0,1,0,N/A,N/A,N/A,SSC-FDM-TS0014,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,Payments,SQ_SRV_tables_demo.sql,38,8,2,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,Partial,75%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,UserStatus,SQ_SRV_tables_demo.sql,32,5,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,LocationInfo,SQ_SRV_tables_demo.sql,26,5,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,EmployeeRecords,SQ_SRV_tables_demo.sql,20,5,1,0,0,Low,N/A,SSC-EWI-0036,N/A,N/A,Partial,80%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,ProductCatalog,SQ_SRV_tables_demo.sql,14,5,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,TABLE,CREATE TABLE,EmployeeDetails,SQ_SRV_tables_demo.sql,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,"sp_PlaceOrder(INT,DATE,DECIMAL,NVARCHAR)",SQ_SRV_procedure3_demo.sql,1,11,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,sp_GetLowStockItems,SQ_SRV_procedure9_demo.sql,1,8,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,"sp_RecordSupplierDelivery(INT,INT,INT,DATE)",SQ_SRV_procedure6_demo.sql,1,14,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,ETL_Process,SQ_SRV_procedure12_demo.sql,1,41,1,1,0,Low,N/A,SSC-EWI-0040,SSC-FDM-0007,N/A,Partial,97.56%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,sp_CalculateSupplierPerformance(INT),SQ_SRV_procedure7_demo.sql,1,11,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,"sp_UpdateInventory(INT,INT)",SQ_SRV_procedure2_demo.sql,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SQ_SRV_triggers_demo.sql,144,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_LogDelayedShipments,SQ_SRV_triggers_demo.sql,134,10,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SQ_SRV_triggers_demo.sql,131,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_AutoReorderStock,SQ_SRV_triggers_demo.sql,120,11,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SQ_SRV_triggers_demo.sql,117,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_LogInventoryRestock,SQ_SRV_triggers_demo.sql,106,11,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SQ_SRV_triggers_demo.sql,103,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_PreventShippedOrderCancellation,SQ_SRV_triggers_demo.sql,91,12,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SQ_SRV_triggers_demo.sql,88,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_UpdateSupplierPerformance,SQ_SRV_triggers_demo.sql,75,13,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SQ_SRV_triggers_demo.sql,72,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_PreventSupplierDeactivation,SQ_SRV_triggers_demo.sql,60,12,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SQ_SRV_triggers_demo.sql,57,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_CompleteOrderOnShipment,SQ_SRV_triggers_demo.sql,47,10,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SQ_SRV_triggers_demo.sql,44,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_LogOrderStatusChange,SQ_SRV_triggers_demo.sql,33,11,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SQ_SRV_triggers_demo.sql,30,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_PreventOutOfStockOrders,SQ_SRV_triggers_demo.sql,15,15,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,SESSION / BATCH CONTROL,GO,N/A,SQ_SRV_triggers_demo.sql,12,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,OUT OF SCOPE,CREATE TRIGGER,trg_UpdateInventoryOnOrder,SQ_SRV_triggers_demo.sql,2,10,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,N/A,N/A
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,"sp_CreateShipment(INT,NVARCHAR,NVARCHAR,DATE)",SQ_SRV_procedure8_demo.sql,1,14,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,sp_GetHighValueCustomers(DECIMAL),SQ_SRV_procedure10_demo.sql,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,VIEW,CREATE VIEW,vw_LocationInfo,SQ_SRV_views_demo.sql,25,7,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,VIEW,CREATE VIEW,vw_ProductCatalog,SQ_SRV_views_demo.sql,17,7,2,0,0,Medium,N/A,SSC-EWI-0073,N/A,N/A,Partial,71.43%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,VIEW,CREATE VIEW,vw_SupplierPerformance,SQ_SRV_views_demo.sql,11,5,0,1,0,N/A,N/A,N/A,SSC-FDM-0007,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,VIEW,CREATE VIEW,vw_RecentCustomerOrders,SQ_SRV_views_demo.sql,6,4,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,VIEW,CREATE VIEW,vw_ActiveProducts,SQ_SRV_views_demo.sql,1,4,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,FUNCTION,CREATE FUNCTION,dbo.GetOrderTotal(INT),SQ_SRV_function3_demo.sql,1,8,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,FUNCTION,CREATE FUNCTION,dbo.GetCustomerLifetimeValue(INT),SQ_SRV_function4_demo.sql,1,8,0,1,0,N/A,N/A,N/A,SSC-FDM-0019,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,CustomerSegmentation,SQ_SRV_procedure11_demo.sql,1,33,1,1,0,Low,N/A,SSC-EWI-0040,SSC-FDM-0007,N/A,Partial,96.97%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,"sp_UpdateOrderStatus(INT,NVARCHAR)",SQ_SRV_procedure4_demo.sql,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,FUNCTION,CREATE FUNCTION,dbo.GetTotalOrdersForCustomer(INT),SQ_SRV_function1_demo.sql,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,PROCEDURE,CREATE PROCEDURE,"ManageEmployeeData(VARCHAR,INT,VARCHAR,VARCHAR,INT,DECIMAL)",SQ_SRV_procedure1_demo.sql,1,58,5,4,0,Medium,RAISERROR_UDF,SSC-EWI-0040 | SSC-EWI-0073,SSC-FDM-TS0019 | SSC-FDM-TS0023 | SSC-FDM-0007,N/A,Partial,91.38%
0196bac7-895c-71d0-bec4-cde3b3063d35,SQL,FUNCTION,CREATE FUNCTION,dbo.GetAvailableStock(INT),SQ_SRV_function2_demo.sql,1,8,0,0,0,N/A,N/A,N/A,N/A,N/A,Success,100%
